period,reporterISO,reporterDesc,cmdCode,cmdDesc,primaryValue
2021,ABW,Aruba,81,"Metals; n.e.c., cermets and articles thereof",237.43
2019,AGO,Angola,81,"Metals; n.e.c., cermets and articles thereof",6045.81
2020,AGO,Angola,81,"Metals; n.e.c., cermets and articles thereof",3905.112
2021,AGO,Angola,81,"Metals; n.e.c., cermets and articles thereof",11083.938
2022,AGO,Angola,81,"Metals; n.e.c., cermets and articles thereof",81.517
2023,AGO,Angola,81,"Metals; n.e.c., cermets and articles thereof",3466.024
2024,AGO,Angola,81,"Metals; n.e.c., cermets and articles thereof",22401.0
2019,ALB,Albania,81,"Metals; n.e.c., cermets and articles thereof",503.666
2020,ALB,Albania,81,"Metals; n.e.c., cermets and articles thereof",9154.629
2021,ALB,Albania,81,"Metals; n.e.c., cermets and articles thereof",46087.882
2022,ALB,Albania,81,"Metals; n.e.c., cermets and articles thereof",156788.073
2023,ALB,Albania,81,"Metals; n.e.c., cermets and articles thereof",52959.53
2024,ALB,Albania,81,"Metals; n.e.c., cermets and articles thereof",135980.485
2019,AND,Andorra,81,"Metals; n.e.c., cermets and articles thereof",248.231
2020,AND,Andorra,81,"Metals; n.e.c., cermets and articles thereof",259.576
2021,AND,Andorra,81,"Metals; n.e.c., cermets and articles thereof",34951.023
2022,AND,Andorra,81,"Metals; n.e.c., cermets and articles thereof",2812.027
2023,AND,Andorra,81,"Metals; n.e.c., cermets and articles thereof",10875.847
2019,ARE,United Arab Emirates,81,"Metals; n.e.c., cermets and articles thereof",10572020.491
2020,ARE,United Arab Emirates,81,"Metals; n.e.c., cermets and articles thereof",5811457.548
2021,ARE,United Arab Emirates,81,"Metals; n.e.c., cermets and articles thereof",12790605.72
2022,ARE,United Arab Emirates,81,"Metals; n.e.c., cermets and articles thereof",18868144.875
2023,ARE,United Arab Emirates,81,"Metals; n.e.c., cermets and articles thereof",18117092.126
2019,ARG,Argentina,81,"Metals; n.e.c., cermets and articles thereof",648798.31
2020,ARG,Argentina,81,"Metals; n.e.c., cermets and articles thereof",246667.76
2021,ARG,Argentina,81,"Metals; n.e.c., cermets and articles thereof",17004.3
2022,ARG,Argentina,81,"Metals; n.e.c., cermets and articles thereof",290694.59
2023,ARG,Argentina,81,"Metals; n.e.c., cermets and articles thereof",938537.9
2019,ARM,Armenia,81,"Metals; n.e.c., cermets and articles thereof",1964.26
2022,ARM,Armenia,81,"Metals; n.e.c., cermets and articles thereof",216925.48
2023,ARM,Armenia,81,"Metals; n.e.c., cermets and articles thereof",3810312.53
2024,ARM,Armenia,81,"Metals; n.e.c., cermets and articles thereof",1919102.56
2019,ATG,Antigua and Barbuda,81,"Metals; n.e.c., cermets and articles thereof",20.126
2024,ATG,Antigua and Barbuda,81,"Metals; n.e.c., cermets and articles thereof",217.904
2019,AUS,Australia,81,"Metals; n.e.c., cermets and articles thereof",132285128.927
2020,AUS,Australia,81,"Metals; n.e.c., cermets and articles thereof",140216862.959
2021,AUS,Australia,81,"Metals; n.e.c., cermets and articles thereof",139727618.232
2022,AUS,Australia,81,"Metals; n.e.c., cermets and articles thereof",226316091.541
2023,AUS,Australia,81,"Metals; n.e.c., cermets and articles thereof",108179139.294
2024,AUS,Australia,81,"Metals; n.e.c., cermets and articles thereof",83804137.795
2019,AUT,Austria,81,"Metals; n.e.c., cermets and articles thereof",600449327.182
2020,AUT,Austria,81,"Metals; n.e.c., cermets and articles thereof",551932896.707
2021,AUT,Austria,81,"Metals; n.e.c., cermets and articles thereof",762188195.418
2022,AUT,Austria,81,"Metals; n.e.c., cermets and articles thereof",874913759.077
2023,AUT,Austria,81,"Metals; n.e.c., cermets and articles thereof",783346358.157
2024,AUT,Austria,81,"Metals; n.e.c., cermets and articles thereof",748054831.14
2019,AZE,Azerbaijan,81,"Metals; n.e.c., cermets and articles thereof",2625.19
2020,AZE,Azerbaijan,81,"Metals; n.e.c., cermets and articles thereof",5421.87
2021,AZE,Azerbaijan,81,"Metals; n.e.c., cermets and articles thereof",6893.39
2022,AZE,Azerbaijan,81,"Metals; n.e.c., cermets and articles thereof",859.07
2023,AZE,Azerbaijan,81,"Metals; n.e.c., cermets and articles thereof",6753.98
2024,AZE,Azerbaijan,81,"Metals; n.e.c., cermets and articles thereof",379.26
2019,BEL,Belgium,81,"Metals; n.e.c., cermets and articles thereof",248300727.863
2020,BEL,Belgium,81,"Metals; n.e.c., cermets and articles thereof",175688704.397
2021,BEL,Belgium,81,"Metals; n.e.c., cermets and articles thereof",271421124.889
2022,BEL,Belgium,81,"Metals; n.e.c., cermets and articles thereof",323966344.708
2023,BEL,Belgium,81,"Metals; n.e.c., cermets and articles thereof",263804634.135
2024,BEL,Belgium,81,"Metals; n.e.c., cermets and articles thereof",253162507.734
2019,BGR,Bulgaria,81,"Metals; n.e.c., cermets and articles thereof",11869459.252
2020,BGR,Bulgaria,81,"Metals; n.e.c., cermets and articles thereof",11832308.107
2021,BGR,Bulgaria,81,"Metals; n.e.c., cermets and articles thereof",15723751.815
2022,BGR,Bulgaria,81,"Metals; n.e.c., cermets and articles thereof",22237601.319
2023,BGR,Bulgaria,81,"Metals; n.e.c., cermets and articles thereof",28245715.965
2024,BGR,Bulgaria,81,"Metals; n.e.c., cermets and articles thereof",27177489.244
2019,BHR,Bahrain,81,"Metals; n.e.c., cermets and articles thereof",1480940.91
2020,BHR,Bahrain,81,"Metals; n.e.c., cermets and articles thereof",2935064.31
2021,BHR,Bahrain,81,"Metals; n.e.c., cermets and articles thereof",3674085.84
2022,BHR,Bahrain,81,"Metals; n.e.c., cermets and articles thereof",2657510.976
2023,BHR,Bahrain,81,"Metals; n.e.c., cermets and articles thereof",3051087.347
2024,BHR,Bahrain,81,"Metals; n.e.c., cermets and articles thereof",2491126.242
